14730000	0.0
14740000	2.0070083
14750000	3.6866064
14760000	5.125898
14770000	5.805237
14780000	1.7108359
14790000	3.3983972
14800000	1.9026899
14810000	0.9040509
14820000	1.5585152
14830000	2.8345473
14840000	2.3767564
14850000	2.3143744
14860000	2.348588
14870000	4.8853335
14880000	2.4445252
14890000	1.8897781
14900000	3.843269
14910000	2.8981283
14920000	1.2002622
14930000	0.0
14940000	0.0
14950000	1.3652309
14960000	1.0002115
14970000	3.8086495
14980000	2.3645675
14990000	2.7429366
15000000	0.5078348
15010000	1.244244
15020000	2.2417357
15030000	0.45543456
15040000	1.8926553
15050000	0.83620656
15060000	1.2743967
15070000	2.18236
15080000	2.0718348
15090000	1.5453286
15100000	1.3980148
15110000	4.029213
15120000	0.777438
15130000	0.6908879
15140000	4.2082486
15150000	3.2218552
15160000	1.6501564
15170000	4.058413
15180000	2.446495
15190000	0.9357503
15200000	2.1590402
15210000	0.8573842
15220000	1.8026546
15230000	1.8386127
15240000	2.0602021
15250000	3.1629424
15260000	2.0038178
15270000	1.5910548
15280000	1.4029639
15290000	2.1182547
15300000	1.6974334
15310000	2.4383953
15320000	1.458984
15330000	0.8165769
15340000	0.0
15350000	1.8694301
15360000	1.5514939
15370000	1.2266525
15380000	1.9597307
15390000	1.5777978
15400000	0.74280244
15410000	1.2132645
15420000	1.6418545
15430000	2.3854518
15440000	1.2518415
15450000	1.8880032
15460000	1.7607589
15470000	0.73995614
15480000	1.4200236
15490000	1.7430255
15500000	0.48583424
15510000	1.2651876
15520000	0.71591127
15530000	1.2572492
15540000	0.8653984
15550000	0.9106462
15560000	0.57845914
15570000	0.7559196
15580000	1.091886
15590000	0.63376653
15600000	1.0718967
15610000	1.2678517
15620000	1.2260507
15630000	1.4282333
15640000	1.5664107
15650000	1.9658196
15660000	1.1220345
15670000	0.90159655
15680000	1.2831367
15690000	0.7888097
15700000	1.6390065
15710000	1.2513117
15720000	0.6033601
15730000	0.81725836
15740000	2.3984947
15750000	2.341552
15760000	1.4453361
15770000	1.4197737
15780000	1.6851043
15790000	0.8822625
15800000	2.988912
15810000	1.573758
15820000	2.27864
15830000	1.9566451
15840000	2.530969
15850000	1.5727001
15860000	1.2946216
15870000	0.9578081
15880000	1.1983143
15890000	0.35245526
15900000	0.6893814
15910000	0.5352929
15920000	0.0
15930000	0.8157879
15940000	0.75574654
15950000	1.3161527
15960000	0.29518974
15970000	0.31192735
15980000	0.0
15990000	0.33195892
16000000	0.41910586
16010000	0.0
16020000	0.44996116
16030000	0.7121385
16040000	0.0
16050000	0.0
16060000	1.030687
16070000	0.36089665
16080000	0.0
16090000	0.6145657
16100000	0.40816474
